,Domain,Phylum,Class,Order,Family,Genus,species,FamGenSpASV,PhyOrdFam
ASV1463,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,,Propionibacteriales; Nocardioidaceae; Kribbella; ASV1463,Actinobacteriota; Propionibacteriales; Nocardioidaceae
ASV1464,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,Gemmatales; Gemmataceae; Gemmata; uncultured_bacterium; ASV1464,Planctomycetota; Gemmatales; Gemmataceae
ASV1465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV1465,Proteobacteria; Rhizobiales; Devosiaceae
ASV1466,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,Micrococcales; Microbacteriaceae; ASV1466,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV1467,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_1; ASV1467,Firmicutes; Clostridiales; Clostridiaceae
ASV1468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV1468,Proteobacteria; Rhizobiales; Devosiaceae
ASV1469,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella,uncultured_bacterium,Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella; uncultured_bacterium; ASV1469,Acidobacteriota; Acidobacteriales; Acidobacteriaceae_(Subgroup_1)
ASV1470,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,Marinomonas_communis,Oceanospirillales; Marinomonadaceae; Marinomonas; Marinomonas_communis; ASV1470,Proteobacteria; Oceanospirillales; Marinomonadaceae
ASV1471,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,metagenome,Polyangiales; Polyangiaceae; Pajaroellobacter; metagenome; ASV1471,Myxococcota; Polyangiales; Polyangiaceae
ASV1472,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonadales; Sphingomonadaceae; Sphingomonas; ASV1472,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV1473,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; ASV1473,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV1474,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,,,Micrococcales; Intrasporangiaceae; ASV1474,Actinobacteriota; Micrococcales; Intrasporangiaceae
ASV1475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_limi,Rhizobiales; Devosiaceae; Devosia; Devosia_limi; ASV1475,Proteobacteria; Rhizobiales; Devosiaceae
ASV1476,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV1476,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1477,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,Coriobacteriales; Coriobacteriaceae; Collinsella; ASV1477,Actinobacteriota; Coriobacteriales; Coriobacteriaceae
ASV1478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV1478,Proteobacteria; Rhizobiales; Devosiaceae
ASV1479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactobacillales; Streptococcaceae; Lactococcus; ASV1479,Firmicutes; Lactobacillales; Streptococcaceae
ASV1480,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV1480,Proteobacteria; Burkholderiales; Comamonadaceae
ASV1481,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,,Burkholderiales; Neisseriaceae; Neisseria; ASV1481,Proteobacteria; Burkholderiales; Neisseriaceae
ASV1482,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,Coxiellales; Coxiellaceae; Coxiella; ASV1482,Proteobacteria; Coxiellales; Coxiellaceae
ASV1483,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,Reyranellales; Reyranellaceae; Reyranella; ASV1483,Proteobacteria; Reyranellales; Reyranellaceae
ASV1484,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,,Cytophagales; Amoebophilaceae; Candidatus_Amoebophilus; ASV1484,Bacteroidota; Cytophagales; Amoebophilaceae
ASV1485,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,Acetobacterales; Acetobacteraceae; ASV1485,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV1486,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_soil,Armatimonadales; Armatimonadales; Armatimonadales; uncultured_soil; ASV1486,Armatimonadota; Armatimonadales; Armatimonadales
ASV1487,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacteriales; Corynebacteriaceae; Corynebacterium; ASV1487,Actinobacteriota; Corynebacteriales; Corynebacteriaceae
ASV1488,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_endolithic,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; uncultured_endolithic; ASV1488,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV1489,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_Sphaerobacter,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; uncultured_Sphaerobacter; ASV1489,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV1490,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,Burkholderiales; Alcaligenaceae; Achromobacter; ASV1490,Proteobacteria; Burkholderiales; Alcaligenaceae
ASV1491,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,,,Staphylococcales; Staphylococcaceae; ASV1491,Firmicutes; Staphylococcales; Staphylococcaceae
ASV1492,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Allobranchiibius,,Micrococcales; Dermacoccaceae; Allobranchiibius; ASV1492,Actinobacteriota; Micrococcales; Dermacoccaceae
ASV1493,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,iron-reducing_bacterium,Oscillospirales; Oscillospiraceae; Colidextribacter; iron-reducing_bacterium; ASV1493,Firmicutes; Oscillospirales; Oscillospiraceae
ASV1494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,,Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; ASV1494,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1495,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV1495,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1496,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,,Micrococcales; Micrococcaceae; Paenarthrobacter; ASV1496,Actinobacteriota; Micrococcales; Micrococcaceae
ASV1497,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_soil,Armatimonadales; Armatimonadales; Armatimonadales; uncultured_soil; ASV1497,Armatimonadota; Armatimonadales; Armatimonadales
ASV1498,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,uncultured_bacterium,Actinomycetales; Actinomycetaceae; Actinotignum; uncultured_bacterium; ASV1498,Actinobacteriota; Actinomycetales; Actinomycetaceae
ASV1499,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Candidatus_Ovatusbacter,uncultured_bacterium,Gammaproteobacteria_Incertae_Sedis; Candidatus_Ovatusbacter; uncultured_bacterium; ASV1499,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV1500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,uncultured_bacterium,Rhizobiales; Beijerinckiaceae; uncultured_bacterium; ASV1500,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1501,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,,Propionibacteriales; Nocardioidaceae; Marmoricola; ASV1501,Actinobacteriota; Propionibacteriales; Nocardioidaceae
ASV1502,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,,metagenome,Microtrichales; Microtrichaceae; metagenome; ASV1502,Actinobacteriota; Microtrichales; Microtrichaceae
ASV1503,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Finegoldia,uncultured_bacterium,Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Finegoldia; uncultured_bacterium; ASV1503,Firmicutes; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales
ASV1504,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacteriales; Flavobacteriaceae; Flavobacterium; ASV1504,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV1505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured_bacterium,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; uncultured_bacterium; ASV1505,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV1506,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,Isosphaerales; Isosphaeraceae; ASV1506,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1507,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,,,Streptomycetales; Streptomycetaceae; ASV1507,Actinobacteriota; Streptomycetales; Streptomycetaceae
ASV1508,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactobacillales; Streptococcaceae; Lactococcus; ASV1508,Firmicutes; Lactobacillales; Streptococcaceae
ASV1509,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonadales; Pseudomonadaceae; Pseudomonas; ASV1509,Proteobacteria; Pseudomonadales; Pseudomonadaceae
ASV1510,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadales; Sphingomonadaceae; ASV1510,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV1511,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,,Enterobacterales; Hafniaceae; Hafnia-Obesumbacterium; ASV1511,Proteobacteria; Enterobacterales; Hafniaceae
ASV1512,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_glucuronolyticum,Corynebacteriales; Corynebacteriaceae; Corynebacterium; Corynebacterium_glucuronolyticum; ASV1512,Actinobacteriota; Corynebacteriales; Corynebacteriaceae
ASV1513,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,Gemmatales; Gemmataceae; Gemmata; uncultured_bacterium; ASV1513,Planctomycetota; Gemmatales; Gemmataceae
ASV1514,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium,Pirellulales; Pirellulaceae; Pirellula; uncultured_bacterium; ASV1514,Planctomycetota; Pirellulales; Pirellulaceae
ASV1515,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; ASV1515,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV1516,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,Burkholderiales; Oxalobacteraceae; Undibacterium; ASV1516,Proteobacteria; Burkholderiales; Oxalobacteraceae
ASV1517,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; ASV1517,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV1518,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,,,Micrococcales; Promicromonosporaceae; ASV1518,Actinobacteriota; Micrococcales; Promicromonosporaceae
ASV1519,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,Reyranellales; Reyranellaceae; Reyranella; metagenome; ASV1519,Proteobacteria; Reyranellales; Reyranellaceae
ASV1520,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_forest,Solibacterales; Solibacteraceae; Candidatus_Solibacter; uncultured_forest; ASV1520,Acidobacteriota; Solibacterales; Solibacteraceae
ASV1521,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,,Clostridia; Hungateiclostridiaceae; Ruminiclostridium; ASV1521,Firmicutes; Clostridia; Hungateiclostridiaceae
ASV1522,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonadales; Pseudomonadaceae; Pseudomonas; ASV1522,Proteobacteria; Pseudomonadales; Pseudomonadaceae
ASV1523,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,metagenome,Gemmatales; Gemmataceae; metagenome; ASV1523,Planctomycetota; Gemmatales; Gemmataceae
ASV1524,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_Myxococcales,Haliangiales; Haliangiaceae; Haliangium; uncultured_Myxococcales; ASV1524,Myxococcota; Haliangiales; Haliangiaceae
ASV1525,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured_bacterium,Rhizobiales; Beijerinckiaceae; Bosea; uncultured_bacterium; ASV1525,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1526,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV1526,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1527,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia,metagenome,Chlamydiales; Parachlamydiaceae; Candidatus_Protochlamydia; metagenome; ASV1527,Verrucomicrobiota; Chlamydiales; Parachlamydiaceae
ASV1528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV1528,Proteobacteria; Rhizobiales; Devosiaceae
ASV1529,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,uncultured_bacterium,Planctomycetales; Schlesneriaceae; Schlesneria; uncultured_bacterium; ASV1529,Planctomycetota; Planctomycetales; Schlesneriaceae
ASV1530,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Pseudomonadales; Moraxellaceae; Acinetobacter; ASV1530,Proteobacteria; Pseudomonadales; Moraxellaceae
ASV1531,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured_Singulisphaera,Isosphaerales; Isosphaeraceae; Singulisphaera; uncultured_Singulisphaera; ASV1531,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1532,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,Isosphaera_sp.,Isosphaerales; Isosphaeraceae; Isosphaera_sp.; ASV1532,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1533,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,,Isosphaerales; Isosphaeraceae; Aquisphaera; ASV1533,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV1534,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1535,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV1535,Firmicutes; Paenibacillales; Paenibacillaceae
ASV1536,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,Rhizobiales; Xanthobacteraceae; ASV1536,Proteobacteria; Rhizobiales; Xanthobacteraceae
ASV1537,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Crenothrix,uncultured_bacterium,Methylococcales; Methylomonadaceae; Crenothrix; uncultured_bacterium; ASV1537,Proteobacteria; Methylococcales; Methylomonadaceae
ASV1538,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV1538,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1539,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,Telmatocola_sphagniphila,Gemmatales; Gemmataceae; Telmatocola; Telmatocola_sphagniphila; ASV1539,Planctomycetota; Gemmatales; Gemmataceae
ASV1540,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,metagenome,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; metagenome; ASV1540,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV1541,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,metagenome,Diplorickettsiales; Diplorickettsiaceae; metagenome; ASV1541,Proteobacteria; Diplorickettsiales; Diplorickettsiaceae
ASV1542,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,Isosphaera_sp.,Isosphaerales; Isosphaeraceae; Isosphaera_sp.; ASV1542,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1543,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,Cellvibrionales; Cellvibrionaceae; Cellvibrio; ASV1543,Proteobacteria; Cellvibrionales; Cellvibrionaceae
ASV1544,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,Lachnospirales; Lachnospiraceae; ASV1544,Firmicutes; Lachnospirales; Lachnospiraceae
ASV1545,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV1545,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1546,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,Micrococcales; Micrococcaceae; Kocuria; ASV1546,Actinobacteriota; Micrococcales; Micrococcaceae
ASV1547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_psychrophila,Rhizobiales; Devosiaceae; Devosia; Devosia_psychrophila; ASV1547,Proteobacteria; Rhizobiales; Devosiaceae
ASV1548,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured_planctomycete,Planctomycetales; Rubinisphaeraceae; SH-PL14; uncultured_planctomycete; ASV1548,Planctomycetota; Planctomycetales; Rubinisphaeraceae
ASV1549,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,,RsaHf231; RsaHf231; RsaHf231; ASV1549,Firmicutes; RsaHf231; RsaHf231
ASV1550,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,Coxiellales; Coxiellaceae; Coxiella; ASV1550,Proteobacteria; Coxiellales; Coxiellaceae
ASV1551,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,uncultured_bacterium,Bacteroidales; Dysgonomonadaceae; Dysgonomonas; uncultured_bacterium; ASV1551,Bacteroidota; Bacteroidales; Dysgonomonadaceae
ASV1552,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,metagenome,Microtrichales; Ilumatobacteraceae; CL500-29_marine_group; metagenome; ASV1552,Actinobacteriota; Microtrichales; Ilumatobacteraceae
ASV1553,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV1553,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1554,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430,uncultured_bacterium,Leptolyngbyales; Leptolyngbyaceae; Chamaesiphon_PCC-7430; uncultured_bacterium; ASV1554,Cyanobacteria; Leptolyngbyales; Leptolyngbyaceae
ASV1555,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Galloisiana_yuasai,Lachnospirales; Lachnospiraceae; Tyzzerella; Galloisiana_yuasai; ASV1555,Firmicutes; Lachnospirales; Lachnospiraceae
ASV1556,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,,Diplorickettsiales; Diplorickettsiaceae; Aquicella; ASV1556,Proteobacteria; Diplorickettsiales; Diplorickettsiaceae
ASV1557,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV1557,Firmicutes; Paenibacillales; Paenibacillaceae
ASV1558,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_limi,Rhizobiales; Devosiaceae; Devosia; Devosia_limi; ASV1558,Proteobacteria; Rhizobiales; Devosiaceae
ASV1559,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV1559,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV1560,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema_CCAP_1459-11B,,Cyanobacteriales; Phormidiaceae; Tychonema_CCAP_1459-11B; ASV1560,Cyanobacteria; Cyanobacteriales; Phormidiaceae
ASV1561,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,Rhizobiales; Beijerinckiaceae; ASV1561,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV1562,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans_hirudinis,Bacteroidales; Rikenellaceae; Mucinivorans; Mucinivorans_hirudinis; ASV1562,Bacteroidota; Bacteroidales; Rikenellaceae
